,id,Name,Type,SubType,Rangetype,Sprite,EquipSprite,ArrowSprite,ArrowSpeed,ArrowSize,ArrowRotation,HitEffect,HitSound,HitCount,Tier,BattlePoint,Rare,RarePercent,RareCoung,RanSmeltCount,SmeltUpStat,craftrare,craftrarelist,material,attacktype,minatk,maxatk,atkspeed,castspeed,matk,def,mdef,Str,Dex,Int,Wis,AllStat,AdvanStat,Hit,Exp,Gold,Hp,Mp,Crit,CritDmg,MinAllDmg,MaxAllDmg,RanStatId,SetID,SpeMehod,SpeMehodP,SuccSpe,istwohand,smeltid,smeltcount,maxdotcount,dotdmgup,AdvanEquipID,AdvanNeedItem,AdvanNeedItemHowmany,AdvanGold,AdvanPercent,ChangeId,UpgradeNeedID,SuccType,SuccNeedId,SuccNeedCount
레이즈의 크로스 보우(대성공),E5505,EquipName/5505,Weapon,Physic,R,Item/Weapon/Main/Bow9,EquipItem/Weapon/Main/Bow9,arrow/1041,22,2.2,-135,,Attack/shoot1,1,5,850,2,0;0;0;0;80;8;2,2,5;5,0,0,2,wood,1,6.5,6.5,0,0,0,0,0,0,200,0,0,0,,0,0,0,0,0,20,0.2,0,0,0,0,1001,1170,1001,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
레이즈의 지팡이(대성공),E5506,EquipName/5506,Weapon,Magic,MR,Item/Weapon/Main/Wand2,EquipItem/Weapon/Main/Wand2,arrow/icon921,15,1,0,,Attack/spell1,1,5,850,2,0;0;0;0;80;8;2,2,5;5,0,0,2,wood,1,1,1,0,0.4,7.5,0,0,0,0,100,100,0,,0,0,0,0,0,20,0.2,0,0,0,0,1001,1170,1001,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
레이즈의 단검(대성공),E5507,EquipName/5507,Weapon,Physic,M,Item/Weapon/Main/피의 단검,EquipItem/Weapon/Main/피의 단검,0,0,0,0,,Attack/Slash1;Attack/Slash2,2,5,850,2,0;0;0;0;80;8;2,2,5;5,0,0,2,iron,0,3.5,3.5,0.23,0,0,0,0,100,100,0,0,0,,0,0,0,0,0,20,0.2,0,0,0,0,1001,1170,1001,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
숲의 증표,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
숲의 방패,E5510,EquipName/5510,SWeapon,,,Item/Weapon/Second/Shield5,EquipItem/Weapon/Second/Shield5,0,0,0,0,,,0,5,800,2,0;0;0;80;15;7;2,3,0;3,2,0,2,wood,-1,2.6,2.6,0,0,0,0,0,100,0,0,0,0,,0,0,0,0.1,0,0,0.3,0,0,0,0,1010,0,1010,FALSE,99000,3,0,0,E5513,1005,4,1200000,100,,,gold,1000,500000000
숲의 단검,E5511,EquipName/5511,SWeapon,,,Item/Weapon/Second/S_Dagger3,EquipItem/Weapon/Second/S_Dagger3,0,0,0,0,,,0,5,800,2,0;0;0;80;15;7;2,3,0;3,2,0,2,iron,-1,3.5,3.5,0.1,0,0,0,0,0,100,0,0,0,,0,0,0,0,0,0,0.3,0,0,0,0,1010,0,1010,FALSE,99000,3,0,0,E5514,1005,4,1200000,100,,,gold,1000,500000000
숲의 마법책,E5512,EquipName/5512,SWeapon,,,Item/Weapon/Second/MagicBook3,EquipItem/Weapon/Second/MagicBook3,0,0,0,0,,,0,5,800,2,0;0;0;80;15;7;2,3,0;3,2,0,2,wood,-1,0,0,0,0,4,0,0,0,0,50,50,0,,0,0,0,0,0,0,0.3,0,0,0,0,1010,0,1010,FALSE,99000,3,0,0,E5515,1005,4,1200000,100,,,gold,1000,500000000
숲의 방패(대성공),E5513,EquipName/5513,SWeapon,,,Item/Weapon/Second/Shield5,EquipItem/Weapon/Second/Shield5,0,0,0,0,,,0,5,900,2,0;0;0;0;80;8;2,2,4;4,2,0,2,wood,-1,2.6,2.6,0,0,0,0,0,200,0,0,0,0,,0,0,0,0,0,0,0.3,0,0,0,0,1010,0,1010,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
숲의 단검(대성공),E5514,EquipName/5514,SWeapon,,,Item/Weapon/Second/S_Dagger3,EquipItem/Weapon/Second/S_Dagger3,0,0,0,0,,,0,5,900,2,0;0;0;0;80;8;2,2,4;4,2,0,2,iron,-1,3.5,3.5,0.1,0,0,0,0,0,200,0,0,0,,0,0,0,0,0,0,0.3,0,0,0,0,1010,0,1010,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
숲의 마법책(대성공),E5515,EquipName/5515,SWeapon,,,Item/Weapon/Second/MagicBook3,EquipItem/Weapon/Second/MagicBook3,0,0,0,0,,,0,5,900,2,0;0;0;0;80;8;2,2,4;4,2,0,2,wood,-1,0,0,0,0,4,0,0,0,0,100,100,0,,0,0,0,0,0,0,0.3,0,0,0,0,1010,0,1010,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
데스나이트의 뼛 조각,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
죽음의 뼈 투구,E5520,EquipName/5520,Helmet,,,Item/Helmet/진'신의투구죽음,,0,0,0,0,,,0,5,850,2,0;0;0;80;15;7;2,3,0;4,0,0,2,bone,-1,0,0,0,0,0,0,0,150,150,150,150,0,,0,0,0,0.1,0,12,0,0,0,0,1000,1004,0,1004,FALSE,99000,3,0,0,E5524,1005,4,2000000,100,,,gold,1000,500000000
죽음의 뼈 갑옷,E5521,EquipName/5521,Chest,,,Item/Chest/진'신의갑옷역병,,0,0,0,0,,,0,5,850,2,0;0;0;80;15;7;2,3,0;4,0,0,2,bone,-1,0,0,0,0,0,0,0,150,150,150,150,0,,0,0,0,0.1,0,0,0.12,0,0,0,1000,1005,0,1005,FALSE,99000,3,0,0,E5525,1005,4,2000000,100,,,gold,1000,500000000
죽음의 뼈 장갑,E5522,EquipName/5522,Glove,,,Item/Glove/진'신의장갑역병,,0,0,0,0,,,0,5,850,2,0;0;0;80;15;7;2,3,0;4,0,0,2,bone,-1,0,0,0,0,0,0,0,150,150,150,150,0,,0,0,0,0.1,0.1,0,0,0,0,0,1000,1006,0,1006,FALSE,99000,3,0,0,E5526,1005,4,2000000,100,,,gold,1000,500000000
죽음의 뼈 신발,E5523,EquipName/5523,Boot,,,Item/Boot/진'신의신발역병,,0,0,0,0,,,0,5,850,2,0;0;0;80;15;7;2,3,0;4,0,0,2,bone,-1,0,0,0,0,0,0,0,200,200,200,200,0,,0,0,0,0.1,0,0,0,0,0,0,1000,1007,0,1007,FALSE,99000,3,0,0,E5527,1005,4,2000000,100,,,gold,1000,500000000
죽음의 뼈 투구★,E5524,EquipName/5524,Helmet,,,Item/Helmet/진'신의투구죽음,,0,0,0,0,,,0,5,950,2,0;0;0;0;80;8;2,2,5;5,0,0,2,bone,-1,0,0,0,0,0,0,0,200,200,200,200,0,,0,0,0,0.12,0,12,0,0,0,0,1000,1004,0,1004,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
죽음의 뼈 갑옷★,E5525,EquipName/5525,Chest,,,Item/Chest/진'신의갑옷역병,,0,0,0,0,,,0,5,950,2,0;0;0;0;80;8;2,2,5;5,0,0,2,bone,-1,0,0,0,0,0,0,0,200,200,200,200,0,,0,0,0,0.12,0,0,0.12,0,0,0,1000,1005,0,1005,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
죽음의 뼈 장갑★,E5526,EquipName/5526,Glove,,,Item/Glove/진'신의장갑역병,,0,0,0,0,,,0,5,950,2,0;0;0;0;80;8;2,2,5;5,0,0,2,bone,-1,0,0,0,0,0,0,0,200,200,200,200,0,,0,0,0,0.12,0.12,0,0,0,0,0,1000,1006,0,1006,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
죽음의 뼈 신발★,E5527,EquipName/5527,Boot,,,Item/Boot/진'신의신발역병,,0,0,0,0,,,0,5,950,2,0;0;0;0;80;8;2,2,5;5,0,0,2,bone,-1,0,0,0,0,0,0,0,250,250,250,250,0,,0,0,0,0.12,0,0,0,0,0,0,1000,1007,0,1007,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
화산 악세,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
불의 보옥 반지,E5528,EquipName/5528,Ring,,,Item/Ring/3,,0,0,0,0,,,0,5,900,2,0;0;0;80;15;7;2,3,0;3,0,0,2,jewelry,-1,0,0,0,0.1,0,0,0,0,0,300,300,0,,0,0,0,0.1,0,0,0,0,0,0,1003,1008,0,1008,FALSE,99000,1,0,0,E5530,1005,4,2400000,100,,,gold,1000,500000000
불의 보옥 목걸이,E5529,EquipName/5529,Necklace,,,Item/Necklace/3,,0,0,0,0,,,0,5,900,2,0;0;0;80;15;7;2,3,0;3,0,0,2,jewelry,-1,0,0,0.1,0,0,0,0,300,300,0,0,0,,0,0,0,0.1,0,0,0,0,0,0,1003,1009,0,1009,FALSE,99000,1,0,0,E5531,1005,4,2400000,100,,,gold,1000,500000000
불의 보옥 반지★,E5530,EquipName/5530,Ring,,,Item/Ring/3,,0,0,0,0,,,0,5,1000,2,0;0;0;0;80;8;2,2,4;4,0,0,2,jewelry,-1,0,0,0,0.1,0,0,0,0,0,450,450,0,,0,0,0,0.12,0,0,0,0,0,0,1003,1008,0,1008,FALSE,99000,1,0,0,,,,,,,,gold,1000,500000000
불의 보옥 목걸이★,E5531,EquipName/5531,Necklace,,,Item/Necklace/3,,0,0,0,0,,,0,5,1000,2,0;0;0;0;80;8;2,2,4;4,0,0,2,jewelry,-1,0,0,0.1,0,0,0,0,450,450,0,0,0,,0,0,0,0.12,0,0,0,0,0,0,1003,1009,0,1009,FALSE,99000,1,0,0,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
마계 중심부 무기,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
발록의 대검,E5532,EquipName/5532,Weapon,Physic,M,Item/Weapon/Main/LongSword6,EquipItem/Weapon/Main/LongSword6,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,7,1200,3,0;0;0;80;15;7;2,3,2;4,0,0,3,iron,0,12,12,0,0,0,0,0,200,0,0,0,0,,0,0,0,0,0,5,0.07,0,0,0,0,1001,1171,1001,FALSE,99000,3,0,0,E5536,1005,8,4800000,100,,,gold,1000,500000000
발록의 활,E5533,EquipName/5533,Weapon,Physic,R,Item/Weapon/Main/Bow7,EquipItem/Weapon/Main/Bow7,arrow/1041,22,2.2,-135,,Attack/shoot1,1,7,1200,3,0;0;0;80;15;7;2,3,2;4,0,0,3,iron,1,10.4,10.4,0,0,0,0,0,0,200,0,0,0,,0,0,0,0,0,5,0.07,0,0,0,0,1001,1171,1001,FALSE,99000,3,0,0,E5537,1005,8,4800000,100,,,gold,1000,500000000
발록의 지팡이,E5534,EquipName/5534,Weapon,Magic,MR,Item/Weapon/Main/U_Staff1,EquipItem/Weapon/Main/U_Staff1,arrow/icon921,15,1,0,,Attack/spell1,1,7,1200,3,0;0;0;80;15;7;2,3,2;4,0,0,3,iron,1,1,1,0,0.4,12,0,0,0,0,100,100,0,,0,0,0,0,0,5,0.07,0,0,0,0,1001,1171,1001,FALSE,99000,3,0,0,E5538,1005,8,4800000,100,,,gold,1000,500000000
발록의 단검,E5535,EquipName/5535,Weapon,Physic,M,Item/Weapon/Main/Dagger5,EquipItem/Weapon/Main/Dagger5,0,0,0,0,,Attack/Slash1;Attack/Slash2,2,7,1200,3,0;0;0;80;15;7;2,3,2;4,0,0,3,iron,0,5.6,5.6,0.27,0,0,0,0,100,100,0,0,0,,0,0,0,0,0,5,0.07,0,0,0,0,1001,1171,1001,FALSE,99000,3,0,0,E5539,1005,8,4800000,100,,,gold,1000,500000000
발록의 대검★,E5536,EquipName/5536,Weapon,Physic,M,Item/Weapon/Main/LongSword6,EquipItem/Weapon/Main/LongSword6,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,7,1500,3,0;0;0;0;80;8;2,2,5;5,0,0,3,iron,0,12,12,0,0,0,0,0,400,0,0,0,0,,0,0,0,0,0,5,0.07,0,0,0,0,1001,1171,1001,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
발록의 활★,E5537,EquipName/5537,Weapon,Physic,R,Item/Weapon/Main/Bow7,EquipItem/Weapon/Main/Bow7,arrow/1041,22,2.2,-135,,Attack/shoot1,1,7,1500,3,0;0;0;0;80;8;2,2,5;5,0,0,3,iron,1,10.4,10.4,0,0,0,0,0,0,400,0,0,0,,0,0,0,0,0,5,0.07,0,0,0,0,1001,1171,1001,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
발록의 지팡이★,E5538,EquipName/5538,Weapon,Magic,MR,Item/Weapon/Main/U_Staff1,EquipItem/Weapon/Main/U_Staff1,arrow/icon921,15,1,0,,Attack/spell1,1,7,1500,3,0;0;0;0;80;8;2,2,5;5,0,0,3,iron,1,1,1,0,0.4,12,0,0,0,0,400,400,0,,0,0,0,0,0,5,0.07,0,0,0,0,1001,1171,1001,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
발록의 단검★,E5539,EquipName/5539,Weapon,Physic,M,Item/Weapon/Main/Dagger5,EquipItem/Weapon/Main/Dagger5,0,0,0,0,,Attack/Slash1;Attack/Slash2,2,7,1500,3,0;0;0;0;80;8;2,2,5;5,0,0,3,iron,0,5.6,5.6,0.27,0,0,0,0,200,200,0,0,0,,0,0,0,0,0,5,0.07,0,0,0,0,1001,1171,1001,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
10티어 무기,12티어급,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
염화검(물리),E6000,EquipName/6000,Weapon,Physic,M,Item/Weapon/Main/LongSword7,EquipItem/Weapon/Main/LongSword7,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,10,2500,4,0;0;0;80;15;7;2,3,5;10,0,0,4,iron,0,18,18,0,0,0,0,0,700,0,0,0,0,,0,0,0,0,0,8,0.1,0,0,0,0,1001,1202,1001,FALSE,99000,3,0,0,,,,,,1045,,gold,1000,500000000
멸화도(평타),E6001,EquipName/6001,Weapon,Physic,M,Item/Weapon/Main/Dagger6,EquipItem/Weapon/Main/Dagger6,0,0,0,0,,Attack/Slash1;Attack/Slash2,3,10,2500,4,0;0;0;80;15;7;2,3,5;10,0,0,4,iron,0,8.4,8.4,0.27,0,0,0,0,350,350,0,0,0,,0,0,0,0,0,8,0.1,0,0,0,0,1001,1203,1001,FALSE,99000,3,0,0,,,,,,1045,,gold,1000,500000000
블리자드(치명물리),E6002,EquipName/6002,Weapon,Physic,R,Item/Weapon/Main/Bow6,EquipItem/Weapon/Main/Bow6,arrow/1041,22,2.2,-135,,Attack/shoot1,2,10,2500,4,0;0;0;80;15;7;2,3,5;10,0,0,4,iron,1,15.6,15.6,0,0,0,0,0,0,700,0,0,0,,0,0,0,0,0,8,0.1,0,0,0,0,1001,1204,1001,FALSE,99000,3,0,0,,,,,,1045,,gold,1000,500000000
대자연의 지팡이(마법),E6003,EquipName/6003,Weapon,Magic,MR,Item/Weapon/Main/Staff5,EquipItem/Weapon/Main/Staff5,arrow/icon921,15,1,0,,Attack/spell1,1,10,2500,4,0;0;0;80;15;7;2,3,5;10,0,0,4,iron,1,1,1,0,0.4,18,0,0,0,0,700,0,0,,0,0,0,0,0,8,0.1,0,0,0,0,1001,1205,1001,FALSE,99000,3,0,0,,,,,,1045,,gold,1000,500000000
사신의 낫(상태이상),E6004,EquipName/6004,Weapon,Dot,MR,Item/Weapon/Main/scythe5,EquipItem/Weapon/Main/scythe5,arrow/icon230,15,1,0,,Attack/spell1,1,10,2500,4,0;0;0;80;15;7;2,3,5;10,0,0,4,iron,1,1,1,0,0.4,15.6,0,0,0,0,300,400,0,,0,0,0,0,0,8,0.1,0,0,0,0,1001,1206,1001,FALSE,99000,3,0,0.3,,,,,,1045,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
염화검(물리),E6005,EquipName/6005,Weapon,Physic,M,Item/Weapon/Main/LongSword7,EquipItem/Weapon/Main/LongSword7,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,10,2500,0,0;0;0;80;10;5;1,3,5;10,0,0,0,iron,0,10000,10000,0,0,0,0,0,200000,200000,200000,200000,0,,0,0,0,2000,2000,100,3,0,0,0,0,1001,1202,1001,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
던전 11 ~ 12,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
제왕의 반지,E6006,EquipName/6006,Ring,,,Item/Ring/Ring9,,0,0,0,0,,,0,11,3500,5,0;0;0;80;15;7;2,3,3;10,0,0,5,jewelry,-1,0,0,0,0.15,0,0,0,200,200,200,200,1300,,0,0,0,0.15,0,0,0,0,0,0,1004,1008,1207,1008,FALSE,99000,5,0,0,E6008,1006,8,2000000000,100,1000,,gold,1000,500000000
절대 마력의 반지,E6010,EquipName/6010,Ring,,,Item/Ring/Ring10,,0,0,0,0,,,0,11,3500,5,0;0;0;80;15;7;2,3,3;10,0,0,5,jewelry,-1,0,0,0,0.15,0,0,0,200,200,200,200,1300,,0,0,0,0.15,0,0,0,0,0,0,1004,1008,1208,1008,FALSE,99000,5,0,0,E6012,1006,8,2000000000,100,1000,,gold,1000,500000000
핏빛 칼날 반지,E6014,EquipName/6014,Ring,,,Item/Ring/5,,0,0,0,0,,,0,11,3800,5,0;0;0;80;15;7;2,3,3;10,0,0,5,jewelry,-1,0,0,0,0.15,0,0,0,200,200,200,200,1600,,0,0,0,0.15,0,0,0,0,0,0,1004,1008,1209,1008,FALSE,99000,5,0,0,E6016,1006,8,2000000000,100,1000,,gold,1000,500000000
봉인된 고대 드래곤의 목걸이,E6007,EquipName/6007,Necklace,,,Item/Necklace/Necklace7,,0,0,0,0,,,0,11,3500,5,0;0;0;80;15;7;2,3,3;10,0,0,5,jewelry,-1,0,0,0.15,0,0,0,0,200,200,200,200,1300,,0,0,0,0.15,0,0,0,0,0,0,1004,1009,1211,1009,FALSE,99000,5,0,0,E6009,1006,8,2000000000,100,1001,,gold,1000,500000000
투신의 목걸이,E6011,EquipName/6011,Necklace,,,Item/Necklace/Necklace5,,0,0,0,0,,,0,11,3500,5,0;0;0;80;15;7;2,3,3;10,0,0,5,jewelry,-1,0,0,0.15,0,0,0,0,200,200,200,200,1300,,0,0,0,0.15,0,0,0,0,0,0,1004,1009,1210,1009,FALSE,99000,5,0,0,E6013,1006,8,2000000000,100,1001,,gold,1000,500000000
핏빛 칼날 목걸이,E6015,EquipName/6015,Necklace,,,Item/Necklace/5,,0,0,0,0,,,0,11,3800,5,0;0;0;80;15;7;2,3,3;10,0,0,5,jewelry,-1,0,0,0.15,0,0,0,0,200,200,200,200,1600,,0,0,0,0.15,0,0,0,0,0,0,1004,1009,1212,1009,FALSE,99000,5,0,0,E6017,1006,8,2000000000,100,1001,,gold,1000,500000000
제왕의 반지 ★,E6008,EquipName/6008,Ring,,,Item/Ring/Ring9,,0,0,0,0,,,0,11,3800,5,0;0;0;0;80;8;2,3,7;10,0,0,5,jewelry,-1,0,0,0,0.15,0,0,0,300,300,300,300,1600,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1207,1008,FALSE,99000,5,0,0,E10000,50000,2,1000000000,100,1002,,gold,1000,500000000
절대 마력의 반지 ★,E6012,EquipName/6012,Ring,,,Item/Ring/Ring10,,0,0,0,0,,,0,11,3800,5,0;0;0;0;80;8;2,3,7;10,0,0,5,jewelry,-1,0,0,0,0.15,0,0,0,300,300,300,300,1600,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1208,1008,FALSE,99000,5,0,0,E10001,50000,2,1000000000,100,1002,,gold,1000,500000000
핏빛 칼날 반지 ★,E6016,EquipName/6016,Ring,,,Item/Ring/5,,0,0,0,0,,,0,11,3800,5,0;0;0;0;80;8;2,3,7;10,0,0,5,jewelry,-1,0,0,0,0.15,0,0,0,300,300,300,300,1600,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1209,1008,FALSE,99000,5,0,0,E10002,50000,2,1000000000,100,1002,,gold,1000,500000000
봉인된 고대 드래곤의 목걸이★,E6009,EquipName/6009,Necklace,,,Item/Necklace/Necklace7,,0,0,0,0,,,0,11,3800,5,0;0;0;0;80;8;2,3,7;10,0,0,5,jewelry,-1,0,0,0.15,0,0,0,0,300,300,300,300,1600,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1211,1009,FALSE,99000,5,0,0,E10003,50000,2,1000000000,100,1003,,gold,1000,500000000
투신의 목걸이 ★,E6013,EquipName/6013,Necklace,,,Item/Necklace/Necklace5,,0,0,0,0,,,0,11,3800,5,0;0;0;0;80;8;2,3,7;10,0,0,5,jewelry,-1,0,0,0.15,0,0,0,0,300,300,300,300,1600,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1210,1009,FALSE,99000,5,0,0,E10004,50000,2,1000000000,100,1003,,gold,1000,500000000
핏빛 칼날 목걸이 ★,E6017,EquipName/6017,Necklace,,,Item/Necklace/5,,0,0,0,0,,,0,11,3800,5,0;0;0;0;80;8;2,3,7;10,0,0,5,jewelry,-1,0,0,0.15,0,0,0,0,300,300,300,300,1600,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1212,1009,FALSE,99000,5,0,0,E10005,50000,2,1000000000,100,1003,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
제왕의 반지 ★,E10000,EquipName/10000,Ring,,,Item/Ring/Ring9,,0,0,0,0,,,0,11,4100,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,500,500,500,500,1800,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1207,1008,FALSE,99000,5,0,0,E10006,50000,3,500000000,80,1004,50004,gold,1000,500000000
절대 마력의 반지 ★,E10001,EquipName/10001,Ring,,,Item/Ring/Ring10,,0,0,0,0,,,0,11,4100,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,500,500,500,500,1800,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1208,1008,FALSE,99000,5,0,0,E10007,50000,3,500000000,80,1004,50004,gold,1000,500000000
핏빛 칼날 반지 ★,E10002,EquipName/10002,Ring,,,Item/Ring/5,,0,0,0,0,,,0,11,4100,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,500,500,500,500,1800,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1209,1008,FALSE,99000,5,0,0,E10008,50000,3,500000000,80,1004,50004,gold,1000,500000000
봉인된 고대 드래곤의 목걸이★,E10003,EquipName/10003,Necklace,,,Item/Necklace/Necklace7,,0,0,0,0,,,0,11,4100,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,500,500,500,500,1800,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1211,1009,FALSE,99000,5,0,0,E10009,50000,3,500000000,80,1005,50004,gold,1000,500000000
투신의 목걸이 ★,E10004,EquipName/10004,Necklace,,,Item/Necklace/Necklace5,,0,0,0,0,,,0,11,4100,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,500,500,500,500,1800,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1210,1009,FALSE,99000,5,0,0,E10010,50000,3,500000000,80,1005,50004,gold,1000,500000000
핏빛 칼날 목걸이 ★,E10005,EquipName/10005,Necklace,,,Item/Necklace/5,,0,0,0,0,,,0,11,4100,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,500,500,500,500,1800,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1212,1009,FALSE,99000,5,0,0,E10011,50000,3,500000000,80,1005,50004,gold,1000,500000000
제왕의 반지 ★,E10006,EquipName/10006,Ring,,,Item/Ring/Ring9,,0,0,0,0,,,0,11,4400,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,800,800,800,800,2000,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1207,1008,FALSE,99000,5,0,0,E10012,50000,4,800000000,50,1006,50004,gold,1000,500000000
절대 마력의 반지 ★,E10007,EquipName/10007,Ring,,,Item/Ring/Ring10,,0,0,0,0,,,0,11,4400,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,800,800,800,800,2000,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1208,1008,FALSE,99000,5,0,0,E10013,50000,4,800000000,50,1006,50004,gold,1000,500000000
핏빛 칼날 반지 ★,E10008,EquipName/10008,Ring,,,Item/Ring/5,,0,0,0,0,,,0,11,4400,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,800,800,800,800,2000,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1209,1008,FALSE,99000,5,0,0,E10014,50000,4,800000000,50,1006,50004,gold,1000,500000000
봉인된 고대 드래곤의 목걸이★,E10009,EquipName/10009,Necklace,,,Item/Necklace/Necklace7,,0,0,0,0,,,0,11,4400,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,800,800,800,800,2000,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1211,1009,FALSE,99000,5,0,0,E10015,50000,4,800000000,50,1007,50004,gold,1000,500000000
